chr,start,end,value
chr6,32920424,32920425,24.67
chr6,32920425,32920426,24.79
chr6,32920426,32920427,25.04
chr6,32920427,32920428,24.67
chr6,32920428,32920429,24.92
chr6,32920429,32920430,25.17
chr6,32920430,32920431,25.17
chr6,32920431,32920432,25.04
chr6,32920432,32920433,25.79
chr6,32920433,32920435,25.91
chr6,32920435,32920436,26.04
chr6,32920436,32920437,26.04
chr6,32920437,32920438,26.04
chr6,32920438,32920439,25.66
chr6,32920439,32920440,26.04
chr6,32920440,32920441,26.16
chr6,32920441,32920442,26.29
chr6,32920442,32920443,26.66
chr6,32920443,32920444,26.54
chr6,32920444,32920445,26.54
chr6,32920445,32920447,26.66
chr6,32920447,32920448,26.41
chr6,32920448,32920449,26.29
chr6,32920449,32920450,26.16
chr6,32920450,32920452,25.54
chr6,32920452,32920453,25.79
chr6,32920453,32920454,26.04
chr6,32920454,32920455,26.16
chr6,32920455,32920456,26.04
chr6,32920456,32920457,26.04
chr6,32920457,32920458,26.16
chr6,32920458,32920459,26.41
chr6,32920459,32920461,26.54
chr6,32920461,32920462,26.29
chr6,32920462,32920463,26.16
chr6,32920463,32920464,26.41
chr6,32920464,32920465,26.29
chr6,32920465,32920467,25.91
chr6,32920467,32920468,26.16
chr6,32920468,32920469,25.54
chr6,32920469,32920470,25.66
chr6,32920470,32920471,25.29
chr6,32920471,32920472,24.92
chr6,32920472,32920473,25.41
chr6,32920473,32920474,25.54
chr6,32920474,32920475,25.41
chr6,32920475,32920478,25.54
chr6,32920478,32920479,25.66
chr6,32920479,32920480,25.54
chr6,32920480,32920481,25.79
chr6,32920481,32920482,25.54
chr6,32920482,32920483,25.66
chr6,32920483,32920484,24.67
chr6,32920484,32920485,24.67
chr6,32920485,32920486,24.42
chr6,32920486,32920487,24.04
chr6,32920487,32920488,24.17
chr6,32920488,32920489,24.67
chr6,32920489,32920490,25.29
chr6,32920490,32920491,25.66
chr6,32920491,32920492,25.54
chr6,32920492,32920493,26.54
chr6,32920493,32920494,26.79
chr6,32920494,32920495,26.54
chr6,32920495,32920496,26.79
chr6,32920496,32920497,26.54
chr6,32920497,32920498,26.04
chr6,32920498,32920499,25.79
chr6,32920499,32920500,25.54
chr6,32920500,32920501,26.04
chr6,32920501,32920502,26.16
chr6,32920502,32920503,25.79
chr6,32920503,32920504,26.29
chr6,32920504,32920505,26.29
chr6,32920505,32920506,26.41
chr6,32920506,32920508,27.03
chr6,32920508,32920509,26.91
chr6,32920509,32920510,27.16
chr6,32920510,32920511,27.03
chr6,32920511,32920512,27.16
chr6,32920512,32920513,27.03
chr6,32920513,32920514,27.28
chr6,32920514,32920515,26.91
chr6,32920515,32920516,26.79
chr6,32920516,32920517,26.91
chr6,32920517,32920519,28.03
chr6,32920519,32920520,27.91
chr6,32920520,32920521,27.91
chr6,32920521,32920522,27.91
chr6,32920522,32920523,27.91
chr6,32920523,32920524,27.91
chr6,32920524,32920525,28.16
chr6,32920525,32920528,27.91
chr6,32920528,32920529,27.66
chr6,32920529,32920530,27.66
chr6,32920530,32920531,27.53
chr6,32920531,32920532,27.28
chr6,32920532,32920533,27.53
chr6,32920533,32920534,27.53
chr6,32920534,32920535,27.53
chr6,32920535,32920536,27.66
chr6,32920536,32920537,28.03
chr6,32920537,32920538,27.78
chr6,32920538,32920539,28.41
chr6,32920539,32920540,28.9
chr6,32920540,32920541,28.65
chr6,32920541,32920542,28.28
chr6,32920542,32920543,28.9
chr6,32920543,32920544,29.53
chr6,32920544,32920545,29.65
chr6,32920545,32920546,29.65
chr6,32920546,32920547,29.53
chr6,32920547,32920549,30.15
chr6,32920549,32920550,30.02
chr6,32920550,32920552,30.65
chr6,32920552,32920553,30.9
chr6,32920553,32920554,31.02
chr6,32920554,32920555,30.9
chr6,32920555,32920556,31.27
chr6,32920556,32920557,31.15
chr6,32920557,32920558,31.27
chr6,32920558,32920559,31.64
chr6,32920559,32920560,31.4
chr6,32920560,32920561,31.02
chr6,32920561,32920562,31.15
chr6,32920562,32920563,31.77
chr6,32920563,32920564,31.52
chr6,32920564,32920565,31.4
chr6,32920565,32920566,31.89
chr6,32920566,32920567,31.77
chr6,32920567,32920568,31.77
chr6,32920568,32920569,31.89
chr6,32920569,32920570,31.77
chr6,32920570,32920571,31.52
chr6,32920571,32920572,31.4
chr6,32920572,32920573,31.52
chr6,32920573,32920574,32.02
chr6,32920574,32920575,32.52
chr6,32920575,32920576,32.64
chr6,32920576,32920578,32.77
chr6,32920578,32920579,32.64
chr6,32920579,32920580,33.39
chr6,32920580,32920581,33.64
chr6,32920581,32920582,34.51
chr6,32920582,32920583,34.88
chr6,32920583,32920584,35.01
chr6,32920584,32920585,34.51
chr6,32920585,32920586,34.76
chr6,32920586,32920587,35.01
chr6,32920587,32920588,35.88
chr6,32920588,32920589,35.63
chr6,32920589,32920590,35.63
chr6,32920590,32920591,35.88
chr6,32920591,32920592,36
chr6,32920592,32920593,36.75
chr6,32920593,32920594,37.87
chr6,32920594,32920595,38.12
chr6,32920595,32920596,38.62
chr6,32920596,32920597,38.75
chr6,32920597,32920598,38.87
chr6,32920598,32920599,38.62
chr6,32920599,32920600,39.12
chr6,32920600,32920602,39.12
chr6,32920602,32920603,39.49
chr6,32920603,32920604,39.12
chr6,32920604,32920606,38.87
chr6,32920606,32920607,38.62
chr6,32920607,32920608,39.12
chr6,32920608,32920609,39.24
chr6,32920609,32920611,39.37
chr6,32920611,32920612,39.37
chr6,32920612,32920613,39.62
chr6,32920613,32920614,40.12
chr6,32920614,32920615,40.24
chr6,32920615,32920616,39.62
chr6,32920616,32920617,39.87
chr6,32920617,32920618,39.99
chr6,32920618,32920619,40.24
chr6,32920619,32920620,40.24
chr6,32920620,32920621,39.49
chr6,32920621,32920622,39.37
chr6,32920622,32920623,40.12
chr6,32920623,32920624,39.24
chr6,32920624,32920625,39.62
chr6,32920625,32920626,39.87
chr6,32920626,32920627,39.87
chr6,32920627,32920628,40.37
chr6,32920628,32920629,40.49
chr6,32920629,32920630,40.99
chr6,32920630,32920631,41.36
chr6,32920631,32920632,41.36
chr6,32920632,32920633,41.49
chr6,32920633,32920634,42.11
chr6,32920634,32920635,42.36
chr6,32920635,32920636,42.86
chr6,32920636,32920637,42.61
chr6,32920637,32920639,41.98
chr6,32920639,32920640,41.98
chr6,32920640,32920641,42.48
chr6,32920641,32920642,42.61
chr6,32920642,32920643,42.61
chr6,32920643,32920644,42.23
chr6,32920644,32920645,42.86
chr6,32920645,32920646,43.23
chr6,32920646,32920647,43.6
chr6,32920647,32920648,43.6
chr6,32920648,32920649,42.73
chr6,32920649,32920650,43.48
chr6,32920650,32920651,43.6
chr6,32920651,32920652,44.1
chr6,32920652,32920653,43.85
chr6,32920653,32920654,43.98
chr6,32920654,32920655,44.73
chr6,32920655,32920656,44.73
chr6,32920656,32920657,44.73
chr6,32920657,32920659,44.85
chr6,32920659,32920660,45.35
chr6,32920660,32920661,45.22
chr6,32920661,32920662,45.1
chr6,32920662,32920663,45.72
chr6,32920663,32920664,45.85
chr6,32920664,32920665,45.85
chr6,32920665,32920666,45.6
chr6,32920666,32920667,45.72
chr6,32920667,32920668,45.85
chr6,32920668,32920669,46.1
chr6,32920669,32920670,46.59
chr6,32920670,32920671,46.84
chr6,32920671,32920672,47.72
chr6,32920672,32920673,47.34
chr6,32920673,32920674,47.72
chr6,32920674,32920675,47.34
chr6,32920675,32920676,47.59
chr6,32920676,32920677,47.72
chr6,32920677,32920678,48.71
chr6,32920678,32920679,47.84
chr6,32920679,32920680,48.59
chr6,32920680,32920681,48.71
chr6,32920681,32920682,48.34
chr6,32920682,32920683,48.46
chr6,32920683,32920684,48.59
chr6,32920684,32920685,48.46
chr6,32920685,32920686,48.71
chr6,32920686,32920687,48.59
chr6,32920687,32920688,48.84
chr6,32920688,32920689,48.71
chr6,32920689,32920691,48.34
chr6,32920691,32920692,48.21
chr6,32920692,32920693,48.46
chr6,32920693,32920694,47.97
chr6,32920694,32920695,47.72
chr6,32920695,32920696,47.84
chr6,32920696,32920697,48.46
chr6,32920697,32920698,48.59
chr6,32920698,32920699,49.21
chr6,32920699,32920700,49.58
chr6,32920700,32920701,50.21
chr6,32920701,32920702,50.21
chr6,32920702,32920703,51.08
chr6,32920703,32920704,51.33
chr6,32920704,32920705,50.58
chr6,32920705,32920706,50.96
chr6,32920706,32920707,51.08
chr6,32920707,32920708,51.45
chr6,32920708,32920709,52.33
chr6,32920709,32920710,52.82
chr6,32920710,32920711,52.45
chr6,32920711,32920712,52.33
chr6,32920712,32920713,51.95
chr6,32920713,32920714,51.7
chr6,32920714,32920715,51.45
chr6,32920715,32920716,51.7
chr6,32920716,32920717,51.45
chr6,32920717,32920718,51.7
chr6,32920718,32920719,51.7
chr6,32920719,32920720,51.95
chr6,32920720,32920721,52.33
chr6,32920721,32920722,52.45
chr6,32920722,32920723,52.7
chr6,32920723,32920724,52.45
chr6,32920724,32920725,51.33
chr6,32920725,32920726,51.33
chr6,32920726,32920727,51.7
chr6,32920727,32920728,51.58
chr6,32920728,32920729,51.7
chr6,32920729,32920730,52.08
chr6,32920730,32920731,51.95
chr6,32920731,32920732,51.83
chr6,32920732,32920733,52.08
chr6,32920733,32920734,52.08
chr6,32920734,32920735,52.45
chr6,32920735,32920736,52.33
chr6,32920736,32920737,52.45
chr6,32920737,32920738,52.45
chr6,32920738,32920739,51.95
chr6,32920739,32920740,51.83
chr6,32920740,32920741,51.7
chr6,32920741,32920742,51.95
chr6,32920742,32920743,51.7
chr6,32920743,32920744,51.45
chr6,32920744,32920745,50.83
chr6,32920745,32920747,51.08
chr6,32920747,32920748,50.96
chr6,32920748,32920749,50.71
chr6,32920749,32920750,50.21
chr6,32920750,32920751,49.58
chr6,32920751,32920752,49.46
chr6,32920752,32920753,49.34
chr6,32920753,32920754,48.71
chr6,32920754,32920755,48.71
chr6,32920755,32920756,48.21
chr6,32920756,32920757,48.21
chr6,32920757,32920758,48.21
#bedGraph section chr6:32920758-32936133,,,
chr6,32920758,32920759,47.84
chr6,32920759,32920760,47.72
chr6,32920760,32920761,47.09
chr6,32920761,32920762,46.72
chr6,32920762,32920763,46.22
chr6,32920763,32920764,45.97
chr6,32920764,32920765,45.35
chr6,32920765,32920766,44.73
chr6,32920766,32920767,44.1
chr6,32920767,32920768,44.1
chr6,32920768,32920770,43.98
chr6,32920770,32920771,43.85
chr6,32920771,32920772,43.36
chr6,32920772,32920773,43.48
chr6,32920773,32920775,43.36
chr6,32920775,32920776,42.61
chr6,32920776,32920777,42.23
chr6,32920777,32920778,41.49
chr6,32920778,32920779,41.24
chr6,32920779,32920780,40.74
chr6,32920780,32920781,39.99
chr6,32920781,32920782,39.87
chr6,32920782,32920783,39.24
chr6,32920783,32920784,39.24
chr6,32920784,32920785,38.75
chr6,32920785,32920786,37.87
chr6,32920786,32920787,37.75
chr6,32920787,32920788,37.75
chr6,32920788,32920789,37.62
chr6,32920789,32920790,38.12
chr6,32920790,32920791,37.62
chr6,32920791,32920792,37.5
chr6,32920792,32920793,37.38
chr6,32920793,32920794,36.75
chr6,32920794,32920795,36.25
chr6,32920795,32920796,36
chr6,32920796,32920797,35.88
chr6,32920797,32920798,35.63
chr6,32920798,32920799,35.01
chr6,32920799,32920800,34.88
chr6,32920800,32920801,34.51
chr6,32920801,32920802,34.39
chr6,32920802,32920803,33.89
chr6,32920803,32920804,33.64
chr6,32920804,32920805,32.77
chr6,32920805,32920806,32.02
chr6,32920806,32920807,31.64
chr6,32920807,32920808,31.15
chr6,32920808,32920809,30.15
chr6,32920809,32920810,30.02
chr6,32920810,32920811,29.4
chr6,32920811,32920812,29.03
chr6,32920812,32920813,28.78
chr6,32920813,32920814,28.65
chr6,32920814,32920815,28.28
chr6,32920815,32920816,28.03
chr6,32920816,32920817,27.66
chr6,32920817,32920818,27.41
chr6,32920818,32920819,27.16
chr6,32920819,32920820,26.91
chr6,32920820,32920823,26.54
chr6,32920823,32920824,26.04
chr6,32920824,32920825,25.91
chr6,32920825,32920826,25.66
chr6,32920826,32920827,25.54
chr6,32920827,32920828,24.42
chr6,32920828,32920829,24.29
chr6,32920829,32920830,23.55
chr6,32920830,32920831,22.92
chr6,32920831,32920832,22.42
chr6,32920832,32920833,22.42
chr6,32920833,32920834,21.55
chr6,32920834,32920835,21.05
chr6,32920835,32920836,20.93
chr6,32920836,32920837,20.43
chr6,32920837,32920838,20.06
chr6,32920838,32920839,19.43
chr6,32920839,32920840,18.56
chr6,32920840,32920841,17.94
chr6,32920841,32920842,17.57
chr6,32920842,32920843,17.32
chr6,32920843,32920844,16.82
chr6,32920844,32920845,16.69
chr6,32920845,32920846,16.57
chr6,32920846,32920847,16.2
chr6,32920847,32920848,16.07
chr6,32920848,32920849,15.57
chr6,32920849,32920850,14.58
chr6,32920850,32920851,14.33
chr6,32920851,32920852,13.7
chr6,32920852,32920853,13.08
chr6,32920853,32920854,12.71
chr6,32920854,32920855,12.71
chr6,32920855,32920856,12.58
chr6,32920856,32920857,12.33
chr6,32920857,32920859,11.46
chr6,32920859,32920860,11.21
chr6,32920860,32920861,10.96
chr6,32920861,32920862,10.59
chr6,32920862,32920863,10.22
chr6,32920863,32920864,9.97
chr6,32920864,32920865,9.59
chr6,32920865,32920866,9.09
chr6,32920866,32920867,9.22
chr6,32920867,32920868,9.09
chr6,32920868,32920871,8.72
chr6,32920871,32920872,8.6
chr6,32920872,32920874,8.35
chr6,32920874,32920876,8.35
chr6,32920876,32920878,7.97
chr6,32920878,32920879,7.85
chr6,32920879,32920883,7.72
chr6,32920883,32920884,7.6
chr6,32920884,32920885,7.47
chr6,32920885,32920886,7.35
chr6,32920886,32920887,7.23
chr6,32920887,32920888,6.98
chr6,32920888,32920889,6.73
chr6,32920889,32920896,6.6
chr6,32920896,32920898,6.35
chr6,32920898,32920901,6.23
chr6,32920901,32920902,6.48
chr6,32920902,32920903,6.23
chr6,32920903,32920904,5.98
chr6,32920904,32920906,5.85
chr6,32920906,32920908,5.61
chr6,32920908,32920912,5.85
chr6,32920912,32920913,5.73
chr6,32920913,32920914,5.61
chr6,32920914,32920917,5.36
chr6,32920917,32920918,5.11
chr6,32920918,32920920,4.98
chr6,32920920,32920930,4.86
chr6,32920930,32920931,4.73
chr6,32920931,32920932,3.99
chr6,32920932,32920933,3.36
chr6,32920933,32920935,2.99
chr6,32920935,32920941,2.86
chr6,32920941,32920962,2.74
chr6,32920962,32920963,2.62
chr6,32920963,32920967,2.49
chr6,32920967,32920981,2.12
chr6,32920981,32920985,2.74
chr6,32920985,32920987,2.24
chr6,32920987,32920989,1.99
chr6,32920989,32920991,2.12
chr6,32920991,32920997,1.99
chr6,32920997,32921003,1.87
chr6,32921003,32921004,1.99
chr6,32921004,32921005,2.12
chr6,32921005,32921022,1.99
chr6,32921022,32921032,2.12
chr6,32921032,32921037,1.74
chr6,32921037,32921039,1.87
chr6,32921039,32921051,1.62
chr6,32921051,32921067,1.25
chr6,32921067,32921070,1.37
chr6,32921070,32921072,1.62
chr6,32921072,32921074,2.12
chr6,32921074,32921077,2.37
chr6,32921077,32921085,2.49
chr6,32921085,32921096,2.62
chr6,32921096,32921101,2.99
chr6,32921101,32921112,3.11
chr6,32921112,32921120,2.49
chr6,32921120,32921134,2.37
chr6,32921134,32921135,2.37
chr6,32921135,32921153,2.24
chr6,32921153,32921159,2.12
chr6,32921159,32921168,2.24
chr6,32921168,32921198,2.12
chr6,32921198,32921201,1.99
chr6,32921201,32921203,1.74
chr6,32921203,32921205,1.25
chr6,32921205,32921208,1
chr6,32921208,32921216,0.87
chr6,32921216,32921220,0.75
chr6,32921220,32921227,0.87
chr6,32921227,32921232,0.5
chr6,32921232,32921245,0.37
chr6,32921245,32921265,0.5
chr6,32921265,32921290,0.37
chr6,32921290,32921351,0.25
chr6,32921351,32921376,0.12
chr6,32921396,32921398,0.37
chr6,32921398,32921411,0.62
chr6,32921411,32921527,0.75
chr6,32921527,32921529,0.37
chr6,32921529,32921536,0.12
chr6,32921536,32921542,0.37
chr6,32921542,32921579,0.25
chr6,32921579,32921592,0.5
chr6,32921592,32921632,0.75
chr6,32921632,32921644,0.87
chr6,32921644,32921667,1
chr6,32921667,32921671,0.75
chr6,32921671,32921710,0.87
chr6,32921710,32921723,0.62
chr6,32921723,32921724,0.37
chr6,32921724,32921735,0.62
chr6,32921735,32921744,0.87
chr6,32921744,32921756,1.25
chr6,32921756,32921763,1.37
chr6,32921763,32921775,1.25
chr6,32921775,32921802,1.12
chr6,32921802,32921855,1
chr6,32921855,32921866,0.75
chr6,32921866,32921875,0.5
chr6,32921875,32921887,0.12
chr6,32921893,32922001,0.12
chr6,32922001,32922021,0.37
chr6,32922021,32922024,0.62
chr6,32922024,32922057,0.62
chr6,32922057,32922076,1.12
chr6,32922076,32922132,1.25
chr6,32922132,32922152,1
chr6,32922152,32922155,0.75
chr6,32922155,32922188,0.62
chr6,32922188,32922207,0.12
chr6,32922322,32922349,0.5
chr6,32922349,32922356,0.62
chr6,32922356,32922384,0.87
chr6,32922384,32922453,1.25
chr6,32922453,32922459,0.75
chr6,32922459,32922480,0.87
chr6,32922480,32922487,0.75
chr6,32922487,32922515,0.5
chr6,32922515,32922590,0.12
chr6,32922747,32922810,0.25
chr6,32922810,32922857,0.37
chr6,32922857,32922878,0.5
chr6,32922878,32922941,0.25
chr6,32922941,32922967,0.12
chr6,32922967,32922988,0.37
chr6,32922988,32923038,0.25
chr6,32923038,32923098,0.37
chr6,32923098,32923169,0.12
chr6,32923405,32923461,0.12
chr6,32923461,32923536,0.5
chr6,32923536,32923592,0.37
chr6,32923647,32923777,0.37
chr6,32923777,32923778,0.5
chr6,32923778,32923908,0.12
chr6,32923926,32923929,0.12
chr6,32923929,32923934,0.62
chr6,32923934,32924003,0.75
chr6,32924003,32924015,0.87
chr6,32924015,32924057,1
chr6,32924057,32924060,0.87
chr6,32924060,32924065,0.37
chr6,32924065,32924134,0.25
chr6,32924134,32924146,0.12
chr6,32924212,32924273,0.12
chr6,32924273,32924334,0.25
chr6,32924334,32924343,0.5
chr6,32924343,32924404,0.37
chr6,32924404,32924465,0.25
chr6,32924471,32924485,0.12
chr6,32924485,32924505,0.25
chr6,32924505,32924586,0.37
chr6,32924586,32924602,0.5
chr6,32924602,32924616,0.37
chr6,32924616,32924636,0.25
chr6,32924636,32924648,0.12
chr6,32924648,32924670,0.25
chr6,32924670,32924717,0.5
chr6,32924717,32924779,0.37
chr6,32924779,32924801,0.25
chr6,32924909,32924926,0.25
chr6,32924926,32925024,0.37
chr6,32925024,32925040,0.5
chr6,32925040,32925057,0.25
chr6,32925057,32925155,0.12
chr6,32925170,32925182,0.12
chr6,32925182,32925214,0.25
chr6,32925214,32925301,0.37
chr6,32925301,32925313,0.25
chr6,32925313,32925345,0.12
chr6,32925624,32925693,0.25
chr6,32925693,32925714,0.37
chr6,32925714,32925755,0.75
chr6,32925755,32925824,0.5
chr6,32925824,32925830,0.37
chr6,32925830,32925845,0.62
chr6,32925845,32925918,0.25
chr6,32925918,32925942,0.37
chr6,32925942,32925961,0.5
chr6,32925961,32926049,0.25
chr6,32926049,32926073,0.12
chr6,32926298,32926327,0.12
chr6,32926327,32926329,0.25
chr6,32926329,32926369,0.37
chr6,32926369,32926429,0.5
chr6,32926429,32926458,0.37
chr6,32926458,32926460,0.25
chr6,32926460,32926500,0.12
chr6,32926510,32926599,0.25
chr6,32926599,32926641,0.37
chr6,32926641,32926730,0.12
chr6,32926935,32927005,0.5
chr6,32927005,32927066,0.75
chr6,32927066,32927111,0.25
chr6,32927111,32927136,0.5
chr6,32927136,32927163,0.25
chr6,32927163,32927201,0.5
chr6,32927201,32927226,0.87
chr6,32927226,32927242,1
chr6,32927242,32927294,0.75
chr6,32927294,32927332,0.5
chr6,32927332,32927338,0.12
chr6,32927338,32927357,0.37
chr6,32927357,32927407,0.25
chr6,32927407,32927417,0.37
chr6,32927417,32927420,0.5
chr6,32927420,32927427,0.62
chr6,32927427,32927469,0.75
chr6,32927469,32927521,0.5
chr6,32927521,32927526,0.75
chr6,32927526,32927538,1
chr6,32927538,32927548,0.87
chr6,32927548,32927551,0.75
chr6,32927551,32927558,0.62
chr6,32927558,32927574,0.5
chr6,32927574,32927605,0.62
chr6,32927605,32927643,0.87
chr6,32927643,32927652,1.12
chr6,32927652,32927657,0.87
chr6,32927657,32927669,0.62
chr6,32927669,32927705,0.75
chr6,32927705,32927718,1.25
chr6,32927718,32927736,1.37
chr6,32927736,32927774,1.12
chr6,32927774,32927800,0.87
chr6,32927800,32927836,0.75
chr6,32927836,32927849,0.12
chr6,32927888,32927909,0.12
chr6,32927909,32927948,0.25
chr6,32927948,32927962,0.37
chr6,32927962,32927983,0.5
chr6,32927983,32927998,0.75
chr6,32927998,32928003,0.87
chr6,32928003,32928019,1.37
chr6,32928019,32928033,1.25
